,,Data used to calcualted saturation state,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Depth,Temperature,Pressure,Na (M),K (M),Mg (M),Ca (M),Br (uM),Cl (M),F (uM),BrOH4,SO4 (M),pH,Ac (M),Sr (microM),Ca/Cl,Mg/Cl,Sr/Cl,Mg/Ca,KD Lammers and Mitnick (2019),MgCO3 Lammers (mol%),Total alkalinity (M),Carbonate Alkalinity (M),OmegaCalcite,OmegaAragonite,aCO3,aCa,aMg
1006,247.45,17.537,91.318,0.602,0.008,0.026,0.01,0,0.699,0,0,0,7.14,0.005,4505,0.014,0.037,6445,2.6,0.003059899,0.789294392,0.005,0.005,0.905097127,0.64853996,1.74E-06,0.002332093,0.00638919
1006,256.95,17.893,92.278,0.588,0.009,0.026,0.011,0,0.702,0,0,0,7.17,0.005,4680,0.015,0.036,6667,2.36,0.003213563,0.75269249,0.005,0.005,1.091249824,0.782497227,1.88E-06,0.002595505,0.006470573
1006,266.45,18.25,93.238,0.591,0.009,0.026,0.011,0,0.706,0,0,0,7.31,0.005,4565,0.016,0.036,6466,2.36,0.003338674,0.781767378,0.005,0.005,1.514556408,1.086790323,2.61E-06,0.002594237,0.006476964
1006,275.95,18.606,94.199,0.602,0.009,0.026,0.011,0,0.712,0,0,0,7.57,0.005,4825,0.016,0.036,6777,2.36,0.003467308,0.811643058,0.005,0.005,2.721914053,1.95457232,4.72E-06,0.002575683,0.006442217
1006,281.75,18.823,94.785,0.598,0.009,0.028,0.012,0,0.715,0,0,0.002,7.58,0.003,4935,0.016,0.04,6902,2.33,0.003553109,0.821077016,0.005,0.003,1.816983461,1.305288792,2.90E-06,0.00279421,0.006918852
1006,296.75,19.386,96.302,0.589,0.008,0.028,0.012,0,0.708,0,0,0,7.29,0.005,4800,0.017,0.04,6780,2.33,0.003769104,0.870555982,0.005,0.005,1.622547627,1.166976214,2.57E-06,0.002808053,0.006944502
1006,305.95,19.731,97.232,0.622,0.008,0.026,0.013,0,0.726,0,0,0,7.34,0.005,5075,0.017,0.036,6990,2,0.003981351,0.789979875,0.005,0.005,1.951316476,1.404355288,0.000002888,0.002997619,0.006374748
1006,315.25,20.08,98.172,0.636,0.009,0.027,0.013,0,0.731,0,0,0,7.51,0.005,5355,0.018,0.036,7326,2.08,0.004109845,0.847602046,0.005,0.005,2.839572191,2.04504323,4.26E-06,0.002954089,0.006534166
1006,342.65,21.107,100.943,0.619,0.008,0.027,0.015,0,0.743,0,0,0,7.27,0.005,5620,0.021,0.037,7564,1.8,0.004655369,0.831002979,0.005,0.005,2.010639906,1.450998545,2.55E-06,0.003476672,0.006688944
1006,370.15,22.138,103.724,0.627,0.008,0.028,0.014,0,0.759,0,0,0,7.23,0.006,6103,0.019,0.036,8041,2,0.00509591,1.008899538,0.006,0.006,2.127626658,1.53849268,0.000002857,0.003258309,0.006992921
1006,397.55,23.166,106.496,0.636,0.008,0.028,0.015,0,0.766,0,0,0,7.57,0.006,6150,0.019,0.037,8029,1.87,0.005699635,1.054591588,0.006,0.006,4.969961643,3.601094246,6.25E-06,0.003457399,0.006950755
1006,425.65,24.22,109.339,0.644,0.008,0.03,0.015,0,0.783,0,0,0,7.47,0.007,6353,0.019,0.038,8114,2,0.00623917,1.232454959,0.007,0.007,4.769125462,3.462611914,5.96E-06,0.003452523,0.007468208
1006,452.95,25.243,112.101,0.652,0.008,0.031,0.015,0,0.795,0,0,0,7.16,0.008,7005,0.018,0.039,8811,2.07,0.006818561,1.391797717,0.008,0.008,2.794250965,2.032728434,0.000003475,0.003445683,0.007725492
1006,480.95,26.293,114.934,0.703,0.008,0.034,0.015,0,0.803,0,0,0,7.06,0.008,6550,0.019,0.043,8157,2.27,0.007345846,1.640157371,0.008,0.008,2.172299385,1.583433986,2.82E-06,0.003269848,0.008071696
1006,512.75,27.486,118.153,0.671,0.008,0.033,0.014,0,0.815,0,0,0,7.17,0.007,6445,0.018,0.041,7908,2.36,0.00806056,1.866780595,0.007,0.007,2.463935375,1.800168037,3.26E-06,0.003187489,0.008199454
1006,537.15,28.401,120.622,0.697,0.007,0.034,0.015,0,0.82,0,0,0,7.24,0.006,6600,0.018,0.041,8049,2.27,0.008781773,1.954500274,0.006,0.006,2.64073658,1.932574749,3.32E-06,0.003321369,0.008239778
1006,569.05,29.597,123.852,0.676,0.007,0.035,0.016,0,0.827,0,0,0,7.1,0.007,6405,0.019,0.042,7745,2.19,0.009765362,2.093835306,0.007,0.007,2.520771742,1.848977089,2.90E-06,0.003600928,0.008641135
1006,597.95,30.681,126.778,0.694,0.007,0.035,0.017,0,0.843,0,0,0,7.16,0.006,6305,0.02,0.042,7479,2.06,0.010818182,2.179964076,0.006,0.006,2.680695057,1.970208168,2.90E-06,0.003793228,0.008599224
1006,626.85,31.765,129.704,0.72,0.007,0.035,0.018,0,0.859,0,0,0,7.05,0.006,6055,0.021,0.041,7049,1.94,0.011965481,2.268641276,0.006,0.006,2.241040468,1.650366068,2.30E-06,0.00395353,0.008497907
1006,666.85,33.265,133.755,0.71,0.007,0.037,0.019,0,0.865,0,0,0,7.09,0.007,5380,0.022,0.042,6220,1.95,0.013353151,2.537783997,0.007,0.007,3.149439812,2.32567215,3.02E-06,0.004175546,0.009011452
1006,691.25,34.18,136.227,0.682,0.007,0.036,0.018,0,0.839,0,0,0.002,7.36,0.004,4560,0.022,0.043,5435,2,0.014132042,2.748718456,0.006,0.004,3.217186213,2.379661083,3.21E-06,0.003970572,0.008782356
1006,710.55,34.903,138.182,0.707,0.007,0.037,0.019,0,0.866,0,0,0.001,7.36,0.005,5310,0.022,0.043,6132,1.95,0.01498542,2.839191332,0.006,0.005,4.28028059,3.170127392,4.04E-06,0.004164356,0.009007804
1007,5.95,9.588,66.153,0.475,0.01,0.054,0.011,0,0.562,0,0,0.028,7.61,0.003,129,0.019,0.095,230,4.91,0.001181519,0.576779724,0.003,0.003,1.190379381,0.838618696,2.35E-06,0.002306674,0.011755749
1007,8.95,9.691,66.456,0.472,0.01,0.054,0.011,0,0.564,0,0,0.028,7.57,0.003,130,0.019,0.095,230,4.91,0.001195863,0.583741362,0.003,0.003,1.096660852,0.772782803,2.16E-06,0.002317382,0.011813512
1007,12.4,9.809,66.804,0.474,0.01,0.053,0.011,0,0.561,0,0,0.028,7.58,0.003,128,0.019,0.094,228,4.82,0.001214222,0.581849716,0.003,0.003,1.125539064,0.793329656,2.22E-06,0.00231324,0.011574732
1007,16.9,9.962,67.259,0.479,0.01,0.053,0.011,0,0.562,0,0,0.029,7.56,0.003,145,0.019,0.095,258,4.82,0.001236122,0.592282098,0.003,0.003,1.074048758,0.757287383,2.13E-06,0.002301676,0.011526343
1007,21.9,10.133,67.763,0.481,0.01,0.054,0.011,0,0.564,0,0,0.028,7.36,0.003,190,0.019,0.095,337,4.91,0.001259113,0.614425996,0.003,0.003,0.687362015,0.484823197,1.36E-06,0.002296114,0.011723792
1007,24.9,10.236,68.066,0.485,0.01,0.053,0.011,0,0.565,0,0,0.028,7.39,0.004,240,0.019,0.094,425,4.82,0.001276182,0.611358906,0.004,0.004,0.983997762,0.694221139,1.95E-06,0.002296443,0.011502269
1007,35.9,10.612,69.177,0.496,0.012,0.054,0.011,0,0.585,0,0,0.027,7.35,0.007,469,0.019,0.092,802,4.91,0.00133083,0.649195543,0.007,0.007,1.591923118,1.124004602,3.15E-06,0.002304689,0.01176905
1007,47.4,11.006,70.338,0.544,0.012,0.056,0.011,0,0.631,0,0,0.024,8,0.015,794,0.017,0.088,1258,5.09,0.001387786,0.701428183,0.015,0.015,14.17119217,10.01410484,2.83E-05,0.00227765,0.012100249
1007,53.9,11.228,70.995,0.553,0.012,0.056,0.011,0,0.649,0,0,0.023,7.98,0.016,863,0.016,0.087,1330,5.09,0.001423253,0.719225238,0.016,0.016,14.66680717,10.36944103,2.91E-05,0.002296421,0.01221905
1007,64.9,11.604,72.106,0.576,0.012,0.057,0.01,0,0.679,0,0,0.021,8.07,0,860,0.015,0.084,1267,5.7,0.001467692,0.829643521,0.02,0,-0.001641813,-0.001161718,-3.50E-09,0.00210786,0.012671112
1007,72.85,11.876,72.909,0.585,0.012,0.057,0.01,0,0.689,0,0,0.021,8.08,0,968,0.014,0.083,1405,5.7,0.001512662,0.854846468,0.02,0,-0.001773436,-0.001255533,-3.80E-09,0.002108654,0.012697137
1007,82.4,12.203,73.873,0.607,0.012,0.057,0.01,0,0.706,0,0,0.02,8,0.002,937,0.014,0.081,1327,5.7,0.001568188,0.885947842,0.022,0.002,1.783200264,1.263331175,3.86E-06,0.002098717,0.012656194
1007,87.6,12.38,74.398,0.6,0.013,0.057,0.01,0,0.729,0,0,0.02,7.01,0.002,1078,0.013,0.078,1479,5.7,0.001598918,0.903151918,0.022,0.002,0.203564361,0.144271508,4.29E-07,0.002155219,0.013024099
1007,96.1,12.671,75.257,0.619,0.013,0.057,0.009,0,0.727,0,0,0.02,8,0,1050,0.013,0.078,1444,6.33,0.001628797,1.020506594,0.02,0,-0.001240458,-0.000879721,-0.000000003,0.001907662,0.012834291
1007,136.9,14.066,79.378,0.676,0.014,0.06,0.011,0,0.782,0,0,0.022,7.01,0.024,1071,0.015,0.077,1370,5.45,0.001928036,1.039852999,0.024,0.024,2.709637642,1.927225471,5.33E-06,0.00229999,0.013340955
1007,142.85,14.27,79.98,0.676,0.014,0.061,0.011,0,0.796,0,0,0.022,8.02,0.021,999,0.014,0.077,1255,5.55,0.001965023,1.078822475,0.021,0.021,22.13686943,15.75190353,4.36E-05,0.002294133,0.013642295
1007,153.25,14.626,81.03,0.674,0.014,0.061,0.012,0,0.796,0,0,0.023,8.05,0.024,1004,0.015,0.077,1261,5.08,0.002065217,1.038237738,0.024,0.024,29.48184395,20.9939518,5.34E-05,0.002491867,0.013602303
1007,158.3,14.798,81.541,0.689,0.014,0.063,0.012,0,0.803,0,0,0.023,8.05,0.023,898,0.015,0.078,1118,5.25,0.002093192,1.086980762,0.023,0.023,27.97972107,19.93096733,5.12E-05,0.002463585,0.013913155
1007,208.95,16.531,86.659,0.729,0.016,0.062,0.017,0,0.858,0,0,0.026,6.94,0.016,824,0.02,0.073,960,3.65,0.002638202,0.953759466,0.016,0.016,2.521461487,1.802655459,3.21E-06,0.003518254,0.01398582
1007,219.75,16.9,87.75,0.744,0.016,0.062,0.018,0,0.87,0,0,0.027,7.53,0.016,765,0.021,0.072,879,3.44,0.002763875,0.941818483,0.016,0.016,10.06361771,7.200098038,1.22E-05,0.003693631,0.01393039
1007,228.85,17.211,88.67,0.743,0.016,0.062,0.019,0,0.871,0,0,0.027,7.49,0.015,789,0.022,0.071,906,3.26,0.002875675,0.928763055,0.015,0.015,9.192144394,6.580921173,1.06E-05,0.003892364,0.013931271
1007,237.95,17.522,89.59,0.742,0.017,0.062,0.02,0,0.885,0,0,0.027,7.64,0.014,806,0.022,0.069,911,3.1,0.002990489,0.918536219,0.014,0.014,12.74043369,9.127240181,0.000013789,0.004128302,0.014087712
1007,247.15,17.837,90.52,0.748,0.016,0.062,0.021,0,0.888,0,0,0.028,7.41,0.012,747,0.023,0.07,841,2.95,0.00311072,0.909317851,0.012,0.012,6.944943428,4.978455067,7.18E-06,0.00431704,0.014060851
1007,253.45,18.052,91.157,0.752,0.016,0.061,0.022,0,0.882,0,0,0.028,7.26,0.015,755,0.024,0.069,856,2.77,0.003207277,0.880592289,0.015,0.015,6.493632793,4.656876564,0.000006455,0.004484961,0.01370943
1007,259.75,18.268,91.793,0.754,0.016,0.061,0.022,0,0.894,0,0,0.028,7.27,0.013,721,0.024,0.068,806,2.77,0.003280725,0.900576765,0.013,0.013,5.838208199,4.188734055,5.75E-06,0.004521641,0.013861509
1007,270.55,18.637,92.885,0.742,0.016,0.06,0.023,0,0.897,0,0,0.028,7.98,0.013,754,0.026,0.067,841,2.61,0.003435815,0.888777579,0.013,0.013,28.70052719,20.60708046,2.69E-05,0.004749741,0.013751424
1007,287.35,19.212,94.584,0.738,0.016,0.059,0.024,0,0.905,0,0,0.028,7.82,0.012,723,0.027,0.066,799,2.46,0.00367581,0.896145815,0.012,0.012,20.38438034,14.65300846,0.000018059,0.005006905,0.013696143
1007,341.1,21.05,100.019,0.755,0.016,0.059,0.026,0,0.901,0,0,0.029,7.95,0.014,708,0.029,0.066,786,2.27,0.004485261,1.007892385,0.014,0.014,34.28547668,24.73730469,2.87E-05,0.005257256,0.013369902
1007,351.44,21.404,101.064,0.745,0.016,0.059,0.026,0,0.897,0,0,0.029,7.01,0.011,704,0.029,0.066,785,2.27,0.004647184,1.043898656,0.011,0.011,3.562572241,2.572327375,0.000002944,0.005309881,0.013482887
1007,409.85,23.401,106.972,0.771,0.016,0.059,0.024,0,0.917,0,0,0.025,7,0.014,869,0.026,0.064,948,2.46,0.005560821,1.349501417,0.014,0.014,4.341370583,3.147100449,3.85E-06,0.00489276,0.013523936
1007,428.12,24.026,108.821,0.759,0.016,0.057,0.023,0,0.923,0,0,0.025,7.67,0.011,917,0.025,0.062,993,2.48,0.005883372,1.438093291,0.011,0.011,14.90566254,10.81825447,1.35E-05,0.00476845,0.013336829
1007,440.43,24.447,110.066,0.773,0.016,0.057,0.023,0,0.934,0,0,0.023,6.88,0.01,941,0.024,0.061,1007,2.48,0.006113973,1.493618004,0.01,0.01,2.382566214,1.730650425,2.15E-06,0.004778076,0.013366589
1007,463.33,25.23,112.383,0.769,0.017,0.055,0.023,0,0.932,0,0,0.022,7.64,0.01,935,0.025,0.059,1003,2.39,0.006611877,1.555655488,0.01,0.01,13.21131039,9.610777855,1.19E-05,0.004780369,0.012922905
1007,479.08,25.769,113.977,0.788,0.016,0.055,0.026,0,0.931,0,0,0.023,6.94,0.008,843,0.027,0.059,905,2.12,0.00711721,1.486420608,0.008,0.008,2.512579441,1.829771996,2.03E-06,0.005282797,0.012663003
1007,530.39,27.524,119.17,0.773,0.016,0.036,0.015,0,0.926,0,0,0.007,7.26,0.003,2960,0.016,0.039,3197,2.4,0.008052171,1.895882648,0.01,0.003,1.324997783,0.968194425,1.67E-06,0.003354063,0.008986432
1007,549.36,28.173,121.09,0.78,0.015,0.034,0.014,0,0.934,0,0,0.006,7.12,0.002,3401,0.015,0.037,3641,2.43,0.008467222,2.016053858,0.008,0.002,0.619780302,0.453443617,8.23E-07,0.003161168,0.008575963
1007,565.32,28.718,122.706,0.779,0.017,0.034,0.015,0,0.961,0,0,0.006,7.65,0.005,3237,0.015,0.035,3368,2.27,0.009011832,2.004676414,0.011,0.005,5.506592274,4.033041,6.69E-06,0.003441909,0.008762412
1007,592.93,29.663,125.501,0.772,0.015,0.034,0.015,0,0.925,0,0,0.005,7.69,0.009,3462,0.017,0.037,3743,2.27,0.00971923,2.15863992,0.014,0.009,10.83257008,7.947915077,0.000013451,0.003342726,0.008484835
1007,620.75,30.614,128.318,0.776,0.016,0.029,0.013,0,0.925,0,0,0.002,7.38,0.017,4030,0.014,0.031,4357,2.23,0.010518276,2.291819103,0.019,0.017,9.459794045,6.953054905,1.33E-05,0.00293914,0.007332361
1007,648.3,31.556,131.108,0.754,0.016,0.028,0.012,0,0.899,0,0,0.002,7.11,0.013,3503,0.013,0.031,3897,2.33,0.011140076,2.529968859,0.015,0.013,3.777513504,2.781347275,5.67E-06,0.002721082,0.007067525
1007,681.9,32.705,134.511,0.772,0.017,0.026,0.012,0,0.914,0,0,0.001,7.06,0.014,3442,0.013,0.029,3766,2.17,0.012390307,2.618298439,0.015,0.014,3.746612549,2.764520884,5.57E-06,0.002719073,0.006578498
1007,708.29,33.608,137.184,0.785,0.016,0.027,0.011,0,0.92,0,0,0.001,7,0.01,3725,0.012,0.029,4049,2.45,0.012666233,3.009825473,0.011,0.01,2.18247509,1.61305368,3.53E-06,0.00247656,0.00679272
1007,726.7,34.238,139.049,0.774,0.019,0.028,0.012,0,0.93,0,0,0.002,7.23,0.008,3094,0.013,0.03,3327,2.33,0.013455165,3.039755468,0.01,0.008,3.270123959,2.419809341,4.79E-06,0.002721051,0.007111732
1007,745.7,34.887,140.974,0.803,0.018,0.029,0.014,0,0.945,0,0,0.001,7.28,0.01,3802,0.015,0.03,4023,2.07,0.01466006,2.945254686,0.011,0.01,5.285063267,3.915496588,6.74E-06,0.003103033,0.007226713
1007,766.26,35.591,143.058,0.811,0.016,0.03,0.015,0,0.951,0,0,0.001,7.09,0.013,3960,0.015,0.031,4164,2,0.015558294,3.017756529,0.014,0.013,4.852664948,3.599628925,5.79E-06,0.003296162,0.007435625
1007,794.35,36.551,145.904,0.76,0.016,0.032,0.014,0,0.911,0,0,0.003,7.15,0.015,3920,0.016,0.035,4303,2.29,0.015732155,3.477384983,0.018,0.015,6.167635441,4.583162308,7.81E-06,0.003075287,0.007908941
1007,870.48,39.155,153.621,0.801,0.015,0.03,0.015,0,0.968,0,0,0.001,7.04,0.017,4330,0.015,0.031,4473,2,0.019451355,3.744596082,0.018,0.017,6.303710461,4.706025124,7.16E-06,0.003331745,0.007573647
1007,890.08,39.825,155.608,0.786,0.015,0.03,0.014,0,0.957,0,0,0.003,6.97,0.014,3830,0.015,0.032,4002,2.14,0.019653042,4.03600661,0.017,0.014,4.232681274,3.163685083,5.10E-06,0.003119543,0.007596212
1007,928.98,41.156,159.553,0.827,0.014,0.028,0.016,0,1.001,0,0,0.001,7.14,0.01,4780,0.015,0.028,4775,1.75,0.023094119,3.884480645,0.011,0.01,5.227865696,3.916733265,5.41E-06,0.003574753,0.007139727
1008,2.95,16.450855,44.333,0.495,0.011,0.056,0.012,0,0.574,0,0,0.03,7.71,0.003,110,0.02,NA,192,NA,0.002636863,0.896337138,0.003,0.003,2.023660421,1.439503908,3.40E-06,0.002417561,0.011891242
1008,5.95,16.501555,44.636,0.493,0.012,0.056,0.011,0,0.574,0,0,0.029,7.57,0.003,99,0.019,0.098,172,5.11,0.002502855,1.262808297,0.003,0.003,1.372974634,0.976783514,2.50E-06,0.002227766,0.011942701
1008,9.5,16.56155,44.994,0.503,0.011,0.057,0.011,0,0.572,0,0,0.029,7.56,0.005,109,0.02,0.099,191,5.03,0.002524515,1.253908372,0.005,0.005,2.208505154,1.571438789,4.08E-06,0.002197248,0.011987403
1008,14,16.6376,45.448,0.486,0.011,0.057,0.011,0,0.571,0,0,0.029,7.72,0.002,115,0.019,0.101,201,5.26,0.002524939,1.310710046,0.002,0.002,1.281162262,0.911740363,2.33E-06,0.002231092,0.012182609
1008,19,16.7221,45.952,0.506,0.011,0.056,0.011,0,0.573,0,0,0.03,7.66,0.003,122,0.019,0.099,213,5.16,0.002554576,1.301011851,0.003,0.003,1.658921599,1.18080616,3.07E-06,0.0021966,0.011790171
1008,23.5,16.79815,46.406,0.512,0.011,0.057,0.011,0,0.574,0,0,0.03,7.76,0.003,117,0.02,0.099,204,4.98,0.0025894,1.273104483,0.003,0.003,2.0507195,1.459964395,3.83E-06,0.002178986,0.011910236
1008,28.5,16.88265,46.91,0.496,0.011,0.057,0.011,0,0.573,0,0,0.03,7.8,0.002,0,0.019,0.1,0,5.18,0.002593999,1.325875595,0.002,0.002,1.518062234,1.081001878,2.79E-06,0.002210238,0.012087553
1008,33,16.9587,47.364,0.51,0.011,0.057,0.011,0,0.573,0,0,0.03,7.74,0.003,122,0.02,0.099,213,5.06,0.002624154,1.310421798,0.003,0.003,1.974124432,1.406030178,3.68E-06,0.002180376,0.011924574
1008,38,17.0432,47.868,0.503,0.011,0.058,0.011,0,0.574,0,0,0.03,7.74,0.003,124,0.019,0.101,216,5.39,0.002617184,1.391039209,0.003,0.003,1.986299276,1.414980292,3.69E-06,0.002190044,0.012192058
1008,43.1,17.12939,48.383,0.505,0.012,0.057,0.012,0,0.577,0,0,0.03,7.74,0.003,146,0.021,0.099,253,4.8,0.002692987,1.276137941,0.003,0.003,2.170797348,1.546663284,0.0000037,0.002388234,0.011983389
1008,47.6,17.20544,48.837,0.505,0.011,0.058,0.011,0,0.578,0,0,0.03,7.89,0.003,176,0.019,0.1,304,5.35,0.002662695,1.404533849,0.003,0.003,2.756439447,1.96437037,5.12E-06,0.002192259,0.012217484
1008,57.1,17.36599,49.795,0.504,0.011,0.058,0.011,0,0.58,0,0,0.03,7.82,0.004,255,0.02,NA,440,NA,0.002724374,1.380989955,0.004,0.004,3.185203314,2.270730257,5.91E-06,0.00219733,0.012252513
1008,66.55,17.525695,50.748,0.526,0.012,0.056,0.01,0,0.59,0,0,0.028,7.81,0.009,455,0.018,0.095,771,5.43,0.00273953,1.465760493,0.009,0.009,6.37914896,4.549456596,1.31E-05,0.001990608,0.011775045
1008,76.05,17.686245,51.707,0.526,0.012,0.057,0.01,0,0.6,0,0,0.026,7.95,0.014,606,0.017,0.096,1010,5.79,0.002748097,1.566227219,0.014,0.014,13.48579121,9.621480942,2.75E-05,0.001999829,0.012043009
1008,80.05,17.753845,52.11,0.528,0.012,0.056,0.01,0,0.615,0,0,0.023,8.08,0.016,700,0.016,0.091,1138,5.79,0.002765842,1.576181328,0.016,0.016,20.50757599,14.6333952,4.13E-05,0.002027613,0.012001979
1008,120.5,18.43745,56.192,0.559,0.013,0.054,0.01,0,0.653,0,0,0.013,6.99,0.02,1057,NA,0.083,1619,NA,0.002988829,1.597015875,0.033,0.02,2.435869455,1.741070867,4.78E-06,0.002085361,0.011840376
1009,1.4,18.26668,31.151,0.507,0.012,0.058,0.011,0,0.579,0,0,0.03,7.87,0.003,97,0.02,0.1,168,5.07,0.002980506,1.488621603,0.003,0.003,2.777118206,1.978661656,4.92E-06,0.002176476,0.012116577
1009,4.37,18.314794,31.45,0.492,0.011,0.055,0.011,0,0.58,0,0,0.03,7.93,0.003,100,0.019,0.095,172,5.09,0.002992013,1.500089144,0.003,0.003,3.246926308,2.313634396,5.62E-06,0.002230966,0.011781978
1009,7.7,18.36874,31.786,0.503,0.012,0.057,0.011,0,0.58,0,0,0.031,7.92,0.004,101,0.019,0.098,174,5.17,0.002998409,1.526513585,0.004,0.004,4.150855064,2.9581635,7.32E-06,0.00218953,0.011988179
1009,12.2,18.44164,32.239,0.512,0.011,0.058,0.011,0,0.578,0,0,0.027,8.05,0.009,99,0.018,0.1,171,5.42,0.00299112,1.595323631,0.009,0.009,12.17936993,8.68145752,2.17E-05,0.002163047,0.012032271
1009,17.2,18.52264,32.743,0.497,0.012,0.057,0.01,0,0.582,0,0,0.026,8.15,0.009,108,0.017,0.098,186,5.64,0.002989572,1.65815985,0.009,0.009,13.92798996,9.929487228,2.67E-05,0.002011499,0.012092579
1009,20.2,18.57124,33.046,0.499,0.011,0.058,0.01,0,0.579,0,0,0.027,8.07,0.008,99,0.017,0.1,171,5.88,0.002976967,1.720342824,0.008,0.008,10.45711422,7.456082821,0.000020212,0.001998854,0.012233769
1009,26.7,18.67654,33.701,0.507,0.012,0.058,0.012,0,0.58,0,0,0.028,8.1,0.005,109,0.02,0.1,188,4.99,0.0031089,1.527642206,0.005,0.005,8.216838837,5.860194683,1.34E-05,0.002366439,0.012087958
1009,34.7,18.80614,34.507,0.51,0.012,0.057,0.011,0,0.588,0,0,0.028,8.1,0.007,109,0.019,0.097,185,5.01,0.003144844,1.551127785,0.007,0.007,10.68353462,7.621992111,1.89E-05,0.002188623,0.011993734
1009,37.78,18.856036,34.818,0.514,0.011,0.057,0.011,0,0.596,0,0,0.027,8.28,0.007,118,0.018,0.096,198,5.27,0.003127625,1.621531161,0.007,0.007,15.29153252,10.91063881,2.69E-05,0.002195429,0.012046514
1009,45.2,18.97624,35.566,0.523,0.012,0.057,0.011,0,0.611,0,0,0.025,7.38,0.014,115,0.018,0.093,188,5.12,0.003181723,1.6029296,0.014,0.014,4.571805477,3.262984753,0.000007967,0.002220341,0.012137479
1009,49.7,19.04914,36.019,0.542,0.013,0.057,0.011,0,0.619,0,0,0.023,7.87,0.015,116,0.017,0.091,187,5.26,0.003185766,1.648095583,0.015,0.015,14.18933868,10.12914181,2.51E-05,0.002188981,0.011983517
1009,54.7,19.13014,36.523,0.545,0.012,0.056,0.011,0,0.63,0,0,0.022,8.02,0.018,123,0.017,0.089,195,5.19,0.003218815,1.643115572,0.018,0.018,23.54409981,16.80981636,4.13E-05,0.002205601,0.011881583
1009,59.2,19.20304,36.977,0.533,0.012,0.055,0.011,0,0.635,0,0,0.021,7.98,0.001,143,0.018,0.087,225,4.86,0.003284585,1.57122692,0.022,0.001,1.243429542,0.887974381,2.12E-06,0.002269426,0.012015472
1009,64.15,19.28323,37.476,0.542,0.013,0.054,0.01,0,0.637,0,0,0.018,8.02,0.006,166,0.016,0.085,261,5.34,0.003245302,1.703470456,0.024,0.006,7.403504849,5.28794241,1.39E-05,0.002059752,0.011756498
1009,68.7,19.35694,37.935,0.551,0.013,0.054,0.01,0,0.664,0,0,0.015,8.13,0.012,163,0.015,0.081,245,5.32,0.003270038,1.709913455,0.027,0.012,18.74450874,13.39080906,0.000034789,0.002087569,0.011928627
1009,78.19,19.510678,38.892,0.563,0.013,0.054,0.01,0,0.679,0,0,0.014,8.15,0.017,227,0.015,0.08,334,5.3,0.003319248,1.728788428,0.031,0.017,27.59270859,19.71879959,5.13E-05,0.002084478,0.01192994
1009,95.15,19.78543,40.602,0.588,0.014,0.057,0.01,0,0.704,0,0,0.017,8.21,0.014,470,0.015,0.082,668,5.54,0.003370115,1.832824283,0.031,0.014,25.11022949,17.9569912,4.73E-05,0.002058185,0.012502942
1009,103.2,19.91584,41.414,0.593,0.015,0.058,0.012,0,0.717,0,0,0.018,8.18,0.013,745,0.016,0.08,1039,4.91,0.003502038,1.690433433,0.031,0.013,26.18533897,18.73213959,0.000041244,0.002464433,0.012720133
1009,108.2,19.99684,41.918,0.599,0.015,0.057,0.012,0,0.726,0,0,0.018,7.24,0.015,856,0.017,0.079,1179,4.64,0.003570655,1.629782061,0.033,0.015,4.073140621,2.914263248,6.32E-06,0.002501007,0.012648549
1009,119.7,20.18314,43.077,0.623,0.014,0.06,0.013,0,0.726,0,0,0.019,6.83,0.013,908,0.018,0.083,1251,4.55,0.003647576,1.632552443,0.032,0.013,1.462557316,1.046901345,2.16E-06,0.002624733,0.012923857
1009,124.9,20.26738,43.602,0.602,0.015,0.059,0.011,0,0.729,0,0,0.019,7.45,0.013,911,0.015,0.081,1250,5.3,0.003554955,1.849283245,0.032,0.013,5.184281826,3.711658239,8.83E-06,0.002281176,0.013058918
1009,138.8,20.49256,45.004,0.603,0.013,0.061,0.01,0,0.73,0,0,0.018,7.87,0.015,948,0.014,0.083,1299,5.88,0.003538403,2.038174873,0.033,0.015,13.57953262,9.72781086,2.56E-05,0.002062751,0.013461731
1009,145.4,20.59948,45.669,0.605,0.014,0.06,0.011,0,0.725,0,0,0.018,7,0.015,855,0.015,0.083,1179,5.69,0.003600325,2.00746018,0.033,0.015,2.177231789,1.56001246,3.74E-06,0.002266284,0.013188951
1009,162.85,20.88217,47.43,0.597,0.014,0.056,0.01,0,0.717,0,0,0.016,7.12,0.016,861,0.013,0.079,1201,5.84,0.003666248,2.096207264,0.032,0.016,2.846821547,2.041184187,5.30E-06,0.002091287,0.012472853
1009,176.65,21.10573,48.822,0.594,0.014,0.054,0.01,0,0.708,0,0,0.014,7.12,0.021,1073,0.014,0.076,1516,5.3,0.003828599,1.988801514,0.035,0.021,3.780428886,2.712051392,7.03E-06,0.002094339,0.012015761
1009,187.45,21.28069,49.911,0.588,0.014,0.052,0.011,0,0.705,0,0,0.014,7.84,0.02,1307,0.015,0.074,1854,4.88,0.003965342,1.898352205,0.034,0.02,19.5684948,14.04393196,3.32E-05,0.002297582,0.011575888
1009,192.25,21.35845,50.395,0.586,0.014,0.051,0.01,0,0.703,0,0,0.013,7.56,0.021,1302,0.015,0.072,1852,4.89,0.003990662,1.914081593,0.034,0.021,10.31898403,7.407175064,1.90E-05,0.002111724,0.011448803
