Sites,Depth,X Value 1 two_theta,X Value 2 peak_height,X Value 3 peak_width,X Value 4 MgCO3
1004,24.19,29.76,404,0.129242424,12.13804082
1004,24.69,29.5,408,0.472318182,3.523905339
1004,24.69,29.76,324,0.076777778,12.13804082
1004,26.19,29.45,357,0.53255814,1.849697431
1004,26.19,29.72,335,0.145202991,10.82271513
1004,27.69,29.45,286,0.537930328,1.849697431
1004,27.69,29.74,279,0.096868687,11.48082551
1004,29.19,29.43,286,0.250214286,1.178402809
1004,29.19,29.73,256,0.13089527,11.15188232
1004,30.69,29.46,282,0.31,2.184998961
1004,30.69,29.72,240,0.084772727,10.82271513
1004,32.19,29.46,306,0.2325,2.184998961
1004,32.19,29.73,234,0.086397059,11.15188232
1004,34.18,29.44,388,0.533203227,1.514165459
1004,34.18,29.71,372,0.125273693,10.49332372
1004,35.69,29.48,1116,0.122206564,2.85491163
1004,35.69,29.79,1459,0.247987394,13.12218945
1004,37.19,29.47,615,0.258424242,2.520070283
1004,37.19,29.75,420,0.114391717,11.80954494
1004,38.69,29.44,475,0.53657882,1.514165459
1004,38.69,29.72,475,0.53657882,10.82271513
1004,40.17,29.44,346,0.513858742,1.514165459
1004,40.17,29.76,303,0.131,12.13804082
1004,41.69,29.5,353,0.530212551,3.523905339
1004,41.69,29.74,320,0.130357143,11.48082551
1004,43.19,29.5,361,0.105483871,3.523905339
1004,43.19,29.76,392,0.497676768,12.13804082
1004,43.67,29.49,449,0.132800752,3.189523238
1004,43.67,29.77,520,0.502903226,12.46631338
1004,45.19,29.46,949,0.48679991,2.184998961
1004,45.19,29.73,751,0.075625663,11.15188232
1004,46.69,29.49,1069,0.458494624,3.189523238
1004,46.69,29.75,876,0.085365419,11.80954494
1004,46.69,30.22,85,0.021048951,27.01103733
1004,48.19,29.48,1406,0.199049213,2.85491163
1004,48.19,29.72,676,0.051111111,10.82271513
1004,49.69,29.47,630,0.106888427,2.520070283
1004,49.69,29.72,666,0.514215686,10.82271513
1004,51.19,29.5,595,0.21414751,3.523905339
1004,51.19,29.76,292,0.045050556,12.13804082
1004,52.69,29.47,471,0.231112939,2.520070283
1004,53.19,29.5,467,0.237403101,3.523905339
1004,53.19,29.75,250,0.028461538,11.80954494
1004,54.69,29.49,449,0.23385034,3.189523238
1004,56.19,29.46,520,0.520636364,2.184998961
1004,56.19,29.74,441,0.138166118,11.48082551
1004,57.69,29.47,480,0.518847926,2.520070283
1004,57.69,29.72,380,0.135055556,10.82271513
1004,59.19,29.44,1056,0.238391813,1.514165459
1004,59.19,29.75,784,0.128953191,11.80954494
1004,60.69,29.41,847,0.260330357,0.506184536
1004,60.69,29.73,610,0.128482865,11.15188232
1004,67.19,29.46,1362,0.211189346,2.184998961
1004,67.19,29.76,729,0.09643414,12.13804082
1004,68.69,29.47,1289,0.206053571,2.520070283
1004,68.69,29.71,713,0.049305556,10.49332372
1004,70.19,29.46,1823,0.187258454,2.184998961
1004,70.19,29.74,576,0.057928907,11.48082551
1004,71.69,29.47,1505,0.207227454,2.520070283
1004,71.69,29.69,605,0.052490566,9.833867331
1004,73.19,29.46,1156,0.227188187,2.184998961
1004,73.19,29.76,645,0.049151958,12.13804082
1004,74.69,29.46,1714,0.183657505,2.184998961
1004,74.69,29.77,480,0.049710438,12.46631338
1004,76.19,29.51,1332,0.20293006,3.858058166
1004,76.19,29.69,416,0.036416667,9.833867331
1004,76.69,29.45,2007,0.185492932,1.849697431
1004,78.19,29.42,745,0.206025362,0.842409246
1004,78.19,29.74,484,0.149375,11.48082551
1004,79.69,29.42,615,0.235318987,0.842409246
1004,79.69,29.7,289,0.038269231,10.16370786
1004,81.19,29.46,724,0.209196429,2.184998961
1004,82.69,29.46,1030,0.179706907,2.184998961
1004,84.19,29.46,1406,0.18994617,2.184998961
1004,85.56,29.47,610,0.200328431,2.520070283
1004,86.19,29.45,534,0.206097756,1.849697431
1004,87.69,29.42,999,0.218776961,0.842409246
1004,87.69,29.7,282,0.029667488,10.16370786
1004,87.69,29.82,282,0.025955882,14.10433427
1004,87.69,30.67,102,0.090769231,41.12377582
1004,89.19,29.44,986,0.223243531,1.514165459
1004,89.19,30.69,86,0.154034091,41.74128275
1004,90.68,29.44,812,0.233265217,1.514165459
1004,90.68,30.72,85,0.106428571,42.66601641
1004,92.19,29.46,1018,0.209652174,2.184998961
1004,92.19,29.69,286,0.024501634,9.833867331
1004,92.19,29.8,240,0.027941176,13.4497934
1004,93.34,29.48,2601,0.196540718,2.85491163
1004,102.94,29.45,2591,0.179881727,1.849697431
1004,102.94,30.66,237,0.144564394,40.8147164
1004,107.89,29.39,724,0.24525641,-0.166959273
1004,107.89,29.7,650,0.160125,10.16370786
1004,109.39,29.39,692,0.075375,-0.166959273
1004,109.39,29.71,801,0.358746411,10.49332372
1004,109.39,30.16,86,0.044141876,25.09712186
1004,110.91,29.44,576,0.08556783,1.514165459
1004,110.91,29.74,784,0.285625,11.48082551
1004,112.41,29.46,630,0.114103896,2.184998961
1004,112.41,29.71,790,0.28084375,10.49332372
1004,113.92,29.42,973,0.209367089,0.842409246
1004,113.92,29.77,497,0.09391377,12.46631338
1004,113.92,30.67,85,0.035982143,41.12377582
1004,116.72,29.45,1267,0.175621487,1.849697431
1004,116.72,30.66,853,0.150934713,40.8147164
1004,126.39,29.48,681,0.200395257,2.85491163
1004,127.89,29.49,640,0.181216085,3.189523238
1004,129.39,29.49,645,0.186471324,3.189523238
1004,130.89,29.48,581,0.191528822,2.85491163
1004,135.79,29.46,773,0.189947917,2.184998961
1004,144.79,29.47,1142,0.184534785,2.520070283
1004,144.79,30.67,135,0.14764881,41.12377582
1004,146.3,29.48,724,0.200638956,2.85491163
1004,146.3,30.7,174,0.187142857,42.04973067
1004,147.8,29.49,847,0.204893617,3.189523238
1004,149.3,29.46,697,0.196053922,2.184998961
1004,181.59,29.48,2470,0.203606356,2.85491163
1004,181.59,30.74,88,0.058520833,43.28148999
1004,183.09,29.44,2714,0.203686528,1.514165459
1004,183.09,30.67,112,0.118791209,41.12377582
1004,184.59,29.43,2916,0.194457562,1.178402809
1004,184.59,30.69,108,0.139820261,41.74128275
1004,186.09,29.43,2938,0.186847029,1.178402809
1004,186.09,30.67,92,0.066772487,41.12377582
1005,0.39,29.4,199,0.040229885,0.169728441
1005,0.39,29.73,428,0.254633838,11.15188232
1005,1.89,29.48,188,0.030264368,2.85491163
1005,1.89,29.73,365,0.27122549,11.15188232
1005,2.89,29.74,331,0.234193548,11.48082551
1005,4.39,29.75,237,0.286798246,11.80954494
1005,5.89,29.41,142,0.05,0.506184536
1005,5.89,29.72,216,0.265230496,10.82271513
1005,7.39,29.43,135,0.024,1.178402809
1005,7.39,29.71,210,0.246433566,10.49332372
1005,8.89,29.39,149,0.053666667,-0.166959273
1005,8.89,29.7,193,0.288422619,10.16370786
1005,10.39,29.41,156,0.044179487,0.506184536
1005,10.39,29.72,216,0.26375,10.82271513
1005,11.89,29.39,190,0.064664932,-0.166959273
1005,11.89,29.8,240,0.278834586,13.4497934
1005,13.89,29.4,204,0.126810897,0.169728441
1005,13.89,29.75,339,0.281335979,11.80954494
1005,17.89,29.48,353,0.258376623,2.85491163
1005,17.89,29.75,246,0.084213099,11.80954494
1005,27.39,29.47,266,0.252301587,2.520070283
1005,27.39,29.75,185,0.038717949,11.80954494
1005,35.39,29.11,85,0.026111111,-9.689221787
1005,35.39,29.66,876,0.45469697,8.842995418
1005,36.89,29.48,458,0.021258503,2.85491163
1005,36.89,29.72,801,0.289918919,10.82271513
1005,38.39,29.46,424,0.078382353,2.184998961
1005,38.39,29.77,655,0.285019654,12.46631338
1005,39.89,29.41,296,0.044057692,0.506184536
1005,39.89,29.63,320,0.024045455,7.850093246
1005,39.89,29.74,493,0.255625,11.48082551
1005,41.39,29.46,372,0.267931034,2.184998961
1005,41.39,29.76,353,0.163156863,12.13804082
1005,42.89,29.44,216,0.110532407,1.514165459
1005,42.89,29.77,289,0.284071429,12.46631338
1005,44.39,29.43,213,0.073528061,1.178402809
1005,44.39,29.77,240,0.328614719,12.46631338
1005,46.39,29.42,190,0.03280303,0.842409246
1005,46.39,29.81,250,0.287651515,13.77717493
1005,52.39,29.44,433,0.100178571,1.514165459
1005,52.39,29.71,671,0.30562963,10.49332372
1005,53.89,29.47,458,0.097054348,2.520070283
1005,53.89,29.75,625,0.325171171,11.80954494
1005,55.4,29.44,515,0.081814394,1.514165459
1005,55.4,29.58,342,0.020523077,6.190727832
1005,55.4,29.79,586,0.280412745,13.12218945
1005,56.89,29.47,493,0.524666667,2.520070283
1005,56.89,29.76,493,0.524666667,12.13804082
1005,58.39,29.47,529,0.216278075,2.520070283
1005,58.39,29.76,408,0.11919279,12.13804082
1005,59.49,29.46,480,0.209316239,2.184998961
1005,59.49,29.68,303,0.030593513,9.503801898
1005,59.49,29.78,346,0.115607079,12.79436285
1005,60.99,29.46,420,0.234095395,2.184998961
1005,60.99,29.72,317,0.133205128,10.82271513
1005,61.87,29.45,718,0.115667985,1.849697431
1005,61.87,29.76,740,0.555956044,12.13804082
1005,63.39,29.47,424,0.089807692,2.520070283
1005,63.39,29.78,562,0.288436147,12.79436285
1005,64.88,29.49,762,0.566369688,3.189523238
1005,64.88,29.76,762,0.566369688,12.13804082
1005,65.56,29.49,557,0.075608108,3.189523238
1005,65.56,29.81,734,0.545403727,13.77717493
1005,67.06,29.46,524,0.072033008,2.184998961
1005,67.06,29.75,841,0.308459724,11.80954494
1005,67.89,29.43,480,0.023863636,1.178402809
1005,67.89,29.76,790,0.496823529,12.13804082
1005,67.89,30.19,88,0.029411765,26.05504221
1005,69.39,29.4,437,0.087291667,0.169728441
1005,69.39,29.71,557,0.525661376,10.49332372
1005,70.89,29.47,462,0.3,2.520070283
1005,70.89,29.77,433,0.132505495,12.46631338
1005,72.39,29.47,515,0.208398021,2.520070283
1005,72.39,29.73,292,0.103555556,11.15188232
1005,73.89,29.47,724,0.199886621,2.520070283
1005,73.89,29.78,339,0.115357143,12.79436285
1005,75.39,29.46,986,0.178941176,2.184998961
1005,81.99,29.44,557,0.198475676,1.514165459
1005,81.99,29.69,237,0.022122449,9.833867331
1005,81.99,29.79,266,0.099607843,13.12218945
1005,83.49,29.44,630,0.203742096,1.514165459
1005,83.49,29.74,324,0.125153846,11.48082551
1005,84.99,29.44,581,0.194721429,1.514165459
1005,84.99,29.77,339,0.149945055,12.46631338
1005,86.49,29.44,543,0.227291667,1.514165459
1005,86.49,29.79,392,0.154461436,13.12218945
1005,91.59,29.47,548,0.1875,2.520070283
1005,91.59,29.77,339,0.1105,12.46631338
1005,93.09,29.46,454,0.523667763,2.184998961
1005,93.09,29.73,412,0.110442755,11.15188232
1005,94.59,29.44,625,0.124652597,1.514165459
1005,94.59,29.77,790,0.267857143,12.46631338
1005,96.09,29.43,676,0.124160401,1.178402809
1005,96.09,29.79,1011,0.281531056,13.12218945
1005,119.79,29.41,625,0.206912716,0.506184536
1005,119.79,29.54,396,0.021956522,4.859143337
1005,119.79,29.76,610,0.167894394,12.13804082
1005,121.29,29.44,610,0.22312076,1.514165459
1005,121.29,29.75,471,0.150195246,11.80954494
1005,122.79,29.39,445,0.25012987,-0.166959273
1005,122.79,29.74,384,0.141266968,11.48082551
1005,138.57,29.47,2540,0.191994867,2.520070283
1005,138.57,30.76,96,0.132208333,43.896153
1005,139.15,29.43,581,0.122791667,1.178402809
1005,139.15,29.75,824,0.297758656,11.80954494
1005,147.69,29.44,600,0.110071038,1.514165459
1005,147.69,29.77,888,0.254379735,12.46631338
1005,149.19,29.4,600,0.132991667,0.169728441
1005,149.19,29.7,697,0.308055556,10.16370786
1005,150.69,29.45,756,0.201155914,1.849697431
1005,150.69,29.76,365,0.104961686,12.13804082
1005,156.99,29.43,876,0.22050288,1.178402809
1005,156.99,29.72,566,0.133701923,10.82271513
1005,158.49,29.46,625,0.095855317,2.184998961
1005,158.49,29.77,660,0.562749534,12.46631338
1005,158.49,30.68,110,0.086460446,41.4326312
1005,159.99,29.58,534,0.065258741,6.190727832
1005,159.99,29.87,692,0.50199793,15.7368058
1005,159.99,30.29,85,0.035848416,29.2342377
1005,161.49,29.43,762,0.24577193,1.178402809
1005,161.49,29.74,600,0.150221445,11.48082551
1005,162.99,29.45,882,0.213055556,1.849697431
1005,162.99,29.76,655,0.147320755,12.13804082
1005,175.59,29.45,967,0.159599057,1.849697431
1005,175.59,30.71,98,0.083103448,42.35797516
1005,177.09,29.44,824,0.172654433,1.514165459
1005,177.09,29.74,154,0.023800676,11.48082551
1005,177.09,30.7,96,0.157346154,42.04973067
1005,178.59,29.43,1076,0.19544683,1.178402809
1005,178.59,29.7,335,0.052764977,10.16370786
1005,178.59,29.82,357,0.02874256,14.10433427
1005,184.99,29.46,767,0.20980805,2.184998961
1005,184.99,29.73,303,0.034575472,11.15188232
1005,194.4,29.52,2916,0.226279554,4.191981953
1005,212.69,29.47,2134,0.19433913,2.520070283
1005,212.69,30.67,279,0.15471875,41.12377582
1005,249.69,29.43,3147,0.18765717,1.178402809
1005,249.69,30.74,164,0.155307971,43.28148999
1005,251.19,29.43,3003,0.189481475,1.178402809
1005,251.19,30.71,164,0.151578947,42.35797516
1005,252.69,29.42,3283,0.181512279,0.842409246
1005,252.69,30.69,204,0.149333333,41.74128275
1005,254.19,29.45,3238,0.183678382,1.849697431
1005,254.19,30.71,137,0.181607143,42.35797516
1005,259.08,29.43,3215,0.183919819,1.178402809
1005,259.08,30.76,92,0.028333333,43.896153
1005,260.57,29.43,3170,0.186784381,1.178402809
1005,260.57,30.72,106,0.174,42.66601641
1005,262.1,29.42,3091,0.192999068,0.842409246
1005,263.58,29.44,3272,0.188666999,1.514165459
1005,263.58,30.71,125,0.155354839,42.35797516
1005,280.7,29.43,2905,0.184956765,1.178402809
1005,280.7,30.7,676,0.175405983,42.04973067
1005,282.2,29.45,2959,0.191245781,1.849697431
1005,282.2,30.71,552,0.173452611,42.35797516
1005,286.98,29.44,3036,0.181587198,1.514165459
1005,286.98,30.67,529,0.173210506,41.12377582
1005,288.46,29.41,2809,0.180332103,0.506184536
1005,288.46,30.68,1129,0.166380976,41.4326312
1005,290,29.44,3102,0.179704398,1.514165459
1005,290,30.68,740,0.178473193,41.4326312
1005,290.69,29.43,2450,0.176568655,1.178402809
1005,290.69,30.25,164,0.074966667,27.96511294
1005,290.69,30.7,906,0.172268939,42.04973067
1005,296.5,29.43,3192,0.177337446,1.178402809
1005,296.5,30.69,213,0.160777512,41.74128275
1005,298.41,29.42,3069,0.185660904,0.842409246
1005,298.41,30.67,586,0.166651163,41.12377582
1005,299.51,29.09,123,0.025,-10.37647837
1005,299.51,29.45,3014,0.184267881,1.849697431
1005,299.51,29.89,88,0.028356481,16.38824683
1005,299.51,30.67,676,0.160862306,41.12377582
1005,306.11,29.43,3505,0.16965197,1.178402809
1005,306.11,30.69,380,0.175792484,41.74128275
1005,314.99,29.43,3170,0.176158447,1.178402809
1005,314.99,30.68,566,0.16068299,41.4326312
1005,353.79,29.41,3493,0.172821242,0.506184536
1005,353.79,30.69,317,0.158381629,41.74128275
1005,361.28,29.47,2992,0.184590302,2.520070283
1005,361.28,30.7,392,0.1783,42.04973067
1005,370.79,29.07,123,0.030317029,-11.06469135
1005,370.79,29.42,3329,0.174769119,0.842409246
1005,370.79,30.71,313,0.180719086,42.35797516
1005,386.94,29.36,3721,0.170126103,-1.178414503
1005,386.94,30.65,292,0.152570356,40.50545276
1005,388.48,29.45,3422,0.186786326,1.849697431
1005,388.48,30.72,144,0.203526786,42.66601641
1005,389.21,29.44,3329,0.171037144,1.514165459
1005,389.21,30.72,286,0.166881559,42.66601641
1005,397.79,29.45,3283,0.183244342,1.849697431
1005,397.79,30.69,108,0.168333333,41.74128275
1005,398.59,29.43,3364,0.174333924,1.178402809
1005,398.59,30.7,149,0.156233766,42.04973067
1005,405.59,29.46,2992,0.216238821,2.184998961
1005,405.59,30.78,225,0.199423559,44.51000703
1005,407.09,29.44,3158,0.186729292,1.514165459
1005,407.09,30.71,216,0.163522727,42.35797516
1005,414.89,29.4,2450,0.200110514,0.169728441
1005,414.89,29.93,106,0.024862069,17.68848563
1005,414.89,30.11,85,0.021992754,23.496294
1005,424.39,29.06,190,0.03,-11.40915711
1005,424.39,29.43,2809,0.20309951,1.178402809
1005,424.39,30.68,342,0.154145455,41.4326312
1005,425.87,29.43,2873,0.201673882,1.178402809
1005,425.87,30.67,408,0.164545455,41.12377582
1005,426.5,29.44,3636,0.172454135,1.514165459
1005,426.5,30.68,445,0.161671418,41.4326312
1005,433.81,29.53,2852,0.229513319,4.525676933
1005,433.81,30.81,586,0.202760109,45.42927467
1005,435.3,29.44,3025,0.196286684,1.514165459
1005,435.3,30.01,98,0.064666667,20.27843951
1005,435.3,30.66,256,0.157142857,40.8147164
1005,443.09,29.47,2948,0.201624332,2.520070283
1005,443.09,30.77,655,0.183443008,44.20318104
1005,444.1,29.43,3047,0.187265446,1.178402809
1005,444.1,30.69,202,0.145,41.74128275
1005,444.76,29.39,3624,0.173235623,-0.166959273
1005,444.76,30.68,196,0.158181818,41.4326312
1005,451.82,29.43,2788,0.191758754,1.178402809
1005,451.82,30.69,388,0.167474026,41.74128275
1005,453.09,29.44,3058,0.197677194,1.514165459
1005,453.09,30.71,237,0.192005376,42.35797516
1005,461.01,29.45,3091,0.193075679,1.849697431
1005,461.01,30.69,114,0.084035948,41.74128275
1005,470.37,29.33,3329,0.17174537,-2.191962843
1005,470.37,30.63,202,0.174090909,39.88631197
1005,471.88,29.36,2894,0.177960171,-1.178414503
1005,471.88,30.64,484,0.175111663,40.19598468
1005,473.19,29.41,3422,0.182180819,0.506184536
1005,473.19,30.65,204,0.147486631,40.50545276
1005,479.7,29.39,3047,0.184205696,-0.166959273
1005,479.7,30.67,279,0.175234848,41.12377582
1005,481.18,29.42,2948,0.189370163,0.842409246
1005,481.18,30.68,404,0.165625,41.4326312
1005,489,29.44,2314,0.197033777,1.514165459
1005,489,30.69,1459,0.174631313,41.74128275
1005,491.91,29.43,1102,0.196955466,1.178402809
1005,491.91,30.68,3469,0.159949557,41.4326312
1005,497.98,29.43,2500,0.225053571,1.178402809
1005,497.98,30.68,210,0.170630631,41.4326312
1005,507.29,29.47,2959,0.192826087,2.520070283
1005,507.29,30.72,449,0.186973684,42.66601641
1005,508.67,29.47,3272,0.193616405,2.520070283
1005,508.67,30.72,292,0.185044929,42.66601641
1005,510.18,29.41,2621,0.192929936,0.506184536
1005,516.81,29.47,2134,0.202296037,2.520070283
1005,516.81,30.16,100,0.020357143,25.09712186
1005,516.81,30.73,1421,0.189098901,42.97385462
1005,518.12,29.42,3204,0.183396781,0.842409246
1005,518.12,30.7,331,0.1746875,42.04973067
1005,519.5,29.43,2725,0.191318809,1.178402809
1005,519.5,30.74,121,0.181666667,43.28148999
1005,525.61,29.42,3249,0.18329851,0.842409246
1005,525.61,30.71,104,0.136932773,42.35797516
1005,527.16,29.44,3600,0.177101364,1.514165459
1005,527.16,30.74,210,0.188,43.28148999
1005,534.69,29.45,3192,0.189051164,1.849697431
1005,534.69,30.73,269,0.191886305,42.97385462
1005,544.19,29.46,1030,0.182579787,2.184998961
1005,544.19,30.07,128,0.026470588,22.21175176
1005,544.19,30.17,142,0.0291,25.41664291
1005,544.19,30.71,4264,0.159088391,42.35797516
1005,545.62,29.43,3434,0.170789985,1.178402809
1005,545.62,30.72,471,0.185388889,42.66601641
1005,563.09,29.47,2704,0.225849953,2.520070283
1005,564,29.61,3387,0.195928509,7.187027496
1005,565.52,29.42,3856,0.171430333,0.842409246
1005,565.52,30.73,174,0.156641414,42.97385462
1005,567.02,29.49,3226,0.206149873,3.189523238
1005,567.02,30.07,104,0.037111111,22.21175176
1005,567.02,30.8,135,0.117551487,45.12305365
1005,567.02,30.9,119,0.021111111,48.17623039
1005,572.07,29.41,630,0.204130435,0.506184536
1005,572.07,29.8,130,0.036285714,13.4497934
1005,572.07,30.68,4489,0.163948984,41.4326312
1005,573.56,29.49,2621,0.264637995,3.189523238
1005,574.98,29.42,3660,0.178155973,0.842409246
1005,574.98,29.76,169,0.030681818,12.13804082
1005,574.98,30.69,110,0.089172794,41.74128275
1005,574.98,29.49,2981,0.2299334,3.189523238
1005,581.09,29.53,3411,0.213343347,4.525676933
1005,581.09,30.87,96,0.139,47.26238108
1005,590.13,29.4,3697,0.171436316,0.169728441
1005,590.13,30.73,121,0.211325758,42.97385462
1005,591.63,29.51,3341,0.192397369,3.858058166
1005,591.63,30.85,100,0.206227273,46.65214806
1005,599.89,29.51,2938,0.22566948,3.858058166
1005,608.42,29.45,4070,0.171141566,1.849697431
1005,608.42,30.8,132,0.140965909,45.12305365
1005,609.89,29.43,3745,0.179285374,1.178402809
1005,609.89,30.74,88,0.170662879,43.28148999
1005,611.55,29.43,4369,0.160930857,1.178402809
1005,611.55,30.77,166,0.193857143,44.20318104
1005,617.86,29.41,3944,0.174639048,0.506184536
1005,617.86,30.7,204,0.176419173,42.04973067
1005,619.33,29.44,3819,0.18175584,1.514165459
1005,619.33,30.72,269,0.167215074,42.66601641
1005,620.63,29.48,3540,0.187225726,2.85491163
1005,620.63,29.87,125,0.02525,15.7368058
1005,620.63,30.75,125,0.174714674,43.58892272
1005,627.32,29.44,4238,0.175582319,1.514165459
1005,627.32,30.71,161,0.137913043,42.35797516
1005,636.6,29.41,3624,0.184131961,0.506184536
1005,636.6,30.72,174,0.215428571,42.66601641
1005,637.77,29.4,3931,0.169538424,0.169728441
1005,637.77,30.75,128,0.188454106,43.58892272
1005,645.76,29.52,3648,0.196316238,4.191981953
1005,645.76,30.12,139,0.034545455,23.81688996
1005,645.87,29.47,3014,0.199101741,2.520070283
1005,645.87,30.03,276,0.134571314,20.92374575
1005,654.77,29.45,3540,0.196512716,1.849697431
1005,654.77,30.75,586,0.211313269,43.58892272
1005,656.01,29.41,4251,0.161183415,0.506184536
1005,656.01,30.72,306,0.183511905,42.66601641
1005,657.63,29.4,3919,0.16837654,0.169728441
1005,657.63,30.71,137,0.15400641,42.35797516
1005,663.82,29.4,4096,0.162919006,0.169728441
1005,663.82,30.67,253,0.172044513,41.12377582
1005,665.29,29.43,2540,0.186585351,1.178402809
1005,665.29,30.71,114,0.095265781,42.35797516
1005,666.64,29.43,3047,0.190615132,1.178402809
1005,666.64,30.7,259,0.1925,42.04973067
1005,668.08,29.41,4032,0.171621966,0.506184536
1005,668.08,30.73,164,0.206551724,42.97385462
1005,672.78,29.39,4007,0.171643675,-0.166959273
1005,672.78,30.75,117,0.163238866,43.58892272
1005,674.29,29.41,4251,0.16988127,0.506184536
1005,674.29,30.71,114,0.1115625,42.35797516
1005,675.79,29.41,3505,0.177775448,0.506184536
1005,675.79,29.95,112,0.02370614,18.33728693
1005,675.79,30.72,384,0.188828829,42.66601641
1005,676.79,29.37,3672,0.178219901,-0.841030508
1005,676.79,30.7,108,0.203310185,42.04973067
1005,682.4,29.4,3832,0.172465356,0.169728441
1005,682.4,30.66,180,0.155358974,40.8147164
1005,685.22,29.44,3672,0.193175255,1.514165459
1005,685.22,30.72,497,0.190545455,42.66601641
1005,686.73,29.4,3906,0.176386243,0.169728441
1005,686.73,30.72,117,0.087936508,42.66601641
1005,691.39,29.42,2601,0.182844658,0.842409246
1005,691.39,29.93,96,0.0325,17.68848563
1005,691.39,30.7,180,0.19461039,42.04973067
1005,692.89,29.39,3832,0.165342105,-0.166959273
1005,692.89,30.72,234,0.204940476,42.66601641
1005,694.31,29.41,1537,0.193991379,0.506184536
1005,694.31,30.69,1459,0.180097624,41.74128275
1005,695.79,29.42,3894,0.172169143,0.842409246
1005,695.79,30.69,188,0.1852,41.74128275
1005,697.29,29.45,3721,0.182857383,1.849697431
1005,697.29,30.72,164,0.198181818,42.66601641
1006,0.39,29.37,625,0.174456731,-0.841030508
1006,0.39,29.78,566,0.186996124,12.79436285
1006,1.89,29.39,1218,0.165714286,-0.166959273
1006,1.89,29.78,534,0.187952941,12.79436285
1006,3.39,29.39,801,0.20022942,-0.166959273
1006,3.39,29.73,548,0.128723958,11.15188232
1006,4.89,29.39,745,0.188121429,-0.166959273
1006,4.89,29.73,384,0.12480897,11.15188232
1006,6.39,29.42,645,0.112991202,0.842409246
1006,6.39,29.79,1082,0.251316571,13.12218945
1006,7.49,29.42,824,0.545031348,0.842409246
1006,7.49,29.71,745,0.154923423,10.49332372
1006,8.99,29.53,801,0.116933024,4.525676933
1006,8.99,29.76,847,0.521099415,12.13804082
1006,10.49,29.47,724,0.097002836,2.520070283
1006,10.49,29.76,812,0.519631845,12.13804082
1006,11.99,29.47,610,0.106031746,2.520070283
1006,11.99,29.74,745,0.522435446,11.48082551
1006,13.49,29.45,734,0.242894955,1.849697431
1006,13.49,29.72,480,0.124375,10.82271513
1006,14.99,29.39,1376,0.201653391,-0.166959273
1006,14.99,29.73,576,0.079519231,11.15188232
1006,16.49,29.38,999,0.196338857,-0.503878844
1006,16.49,29.72,396,0.10725,10.82271513
1006,16.99,29.46,1739,0.231796784,2.184998961
1006,18.49,29.42,740,0.206387371,0.842409246
1006,19.99,29.38,2642,0.189209357,-0.503878844
1006,21.49,29.44,1018,0.226802721,1.514165459
1006,21.49,29.74,506,0.100929241,11.48082551
1006,22.99,29.38,1274,0.18750968,-0.503878844
1006,22.99,30.68,497,0.210942029,41.4326312
1006,22.99,30.91,266,0.0234,48.48044755
1006,24.49,29.41,1798,0.217739995,0.506184536
1006,25.99,29.42,625,0.216284522,0.842409246
1006,26.49,29.45,2323,0.201747235,1.849697431
1006,27.99,29.41,1018,0.206734965,0.506184536
1006,29.49,29.47,1806,0.210017148,2.520070283
1006,30.99,29.47,992,0.212075099,2.520070283
1006,32.49,29.44,2209,0.232838261,1.514165459
1006,33.99,29.45,1452,0.215585208,1.849697431
1006,35.49,29.41,1490,0.198440937,0.506184536
1006,35.99,29.45,1421,0.210470188,1.849697431
1006,35.99,30.67,139,0.174444444,41.12377582
1006,37.49,29.43,2490,0.201419275,1.178402809
1006,38.99,29.42,1225,0.207921053,0.842409246
1006,38.99,30.73,86,0.056666667,42.97385462
1006,40.49,29.43,1296,0.204467433,1.178402809
1006,41.99,29.39,1149,0.183006292,-0.166959273
1006,41.99,30.7,708,0.193791667,42.04973067
1006,43.49,29.42,1722,0.218883358,0.842409246
1006,43.49,30.72,112,0.177,42.66601641
1006,45.49,29.44,1624,0.196249902,1.514165459
1006,46.99,29.41,1089,0.198790069,0.506184536
1006,46.99,30.65,161,0.233333333,40.50545276
1006,48.49,29.42,1624,0.193692909,0.842409246
1006,49.99,29.42,1310,0.200876708,0.842409246
1006,51.49,29.43,807,0.200727273,1.178402809
1006,52.93,29.08,123,0.023772819,-10.72046518
1006,52.93,29.45,2266,0.212945968,1.849697431
1006,54.24,29.46,1253,0.203829574,2.184998961
1006,56.49,29.42,1901,0.197333427,0.842409246
1006,59.49,29.45,2043,0.188854172,1.849697431
1006,62.49,29.43,2830,0.194132231,1.178402809
1006,65.99,29.42,1529,0.175327324,0.842409246
1006,68.99,29.41,1376,0.185407834,0.506184536
1006,68.99,30.73,416,0.186270338,42.97385462
1006,71.99,29.46,1592,0.201120394,2.184998961
1006,75.49,29.49,1011,0.188839605,3.189523238
1006,78.49,29.43,1998,0.194119864,1.178402809
1006,81.37,29.39,2830,0.178924376,-0.166959273
1006,81.37,29.9,90,0.026190476,16.7136366
1006,81.37,30.71,299,0.17892663,42.35797516
1006,84.99,29.42,1568,0.197969232,0.842409246
1006,87.99,29.43,2294,0.194312741,1.178402809
1006,90.99,29.41,2025,0.188096037,0.506184536
1006,90.99,30.69,92,0.066,41.74128275
1006,94.49,29.4,2601,0.183508283,0.169728441
1006,94.49,29.95,85,0.032631579,18.33728693
1006,94.49,30.73,85,0.119712121,42.97385462
