Sites,Depth,X Value 1 two_theta,X Value 2 peak_height,X Value 3 peak_width,X Value 4 MgCO3
1006,97.49,29.42,2401,0.190353286,0.842409246
1006,100.28,29.42,1552,0.196458172,0.842409246
1006,100.28,30.7,149,0.124568966,42.04973067
1006,101.78,29.44,1798,0.193347304,1.514165459
1006,101.78,30.7,98,0.146666667,42.04973067
1006,103.99,29.46,1798,0.196525901,2.184998961
1006,103.99,30.67,396,0.143342175,41.12377582
1006,106.99,29.41,2304,0.193954081,0.506184536
1006,106.99,30.66,219,0.137168234,40.8147164
1006,109.99,29.43,2362,0.192261905,1.178402809
1006,109.99,30.67,328,0.16396875,41.12377582
1006,113.49,29.45,1858,0.193835714,1.849697431
1006,113.49,30.68,204,0.1292,41.4326312
1006,116.49,29.44,1798,0.19676849,1.514165459
1006,116.49,30.68,174,0.099783654,41.4326312
1006,119.49,29.45,2088,0.202271429,1.849697431
1006,119.49,30.68,159,0.17110119,41.4326312
1006,122.99,29.43,2116,0.188580929,1.178402809
1006,122.99,30.72,130,0.179272727,42.66601641
1006,125.99,29.37,1901,0.181555929,-0.841030508
1006,125.99,30.69,262,0.167148541,41.74128275
1006,128.99,29.43,1648,0.195928087,1.178402809
1006,128.99,30.74,85,0.036666667,43.28148999
1006,132.49,29.42,2162,0.179806803,0.842409246
1006,132.49,30.69,98,0.151619048,41.74128275
1006,135.49,29.4,1989,0.186230185,0.169728441
1006,135.49,30.7,88,0.112155172,42.04973067
1006,138.39,29.41,2756,0.185816279,0.506184536
1006,138.39,30.69,240,0.148907658,41.74128275
1006,141.99,29.43,2862,0.185202019,1.178402809
1006,141.99,30.73,199,0.17172619,42.97385462
1006,144.99,29.42,2611,0.180565581,0.842409246
1006,144.99,30.75,151,0.140196078,43.58892272
1006,147.99,29.42,1971,0.183971254,0.842409246
1006,151.49,29.42,2540,0.178172435,0.842409246
1006,154.49,29.41,2830,0.178801537,0.506184536
1006,154.49,30.71,85,0.1803125,42.35797516
1006,157.49,29.41,2632,0.18173541,0.506184536
1006,157.49,30.7,185,0.198043478,42.04973067
1006,160.99,29.43,2927,0.175468002,1.178402809
1006,160.99,30.71,121,0.147142857,42.35797516
1006,163.99,29.4,2323,0.185944849,0.169728441
1006,163.99,30.74,108,0.104865591,43.28148999
1006,166.99,29.41,2107,0.183602813,0.506184536
1006,166.99,30.74,114,0.074590517,43.28148999
1006,170.49,29.4,2500,0.173558924,0.169728441
1006,170.49,30.71,98,0.143474026,42.35797516
1006,173.49,29.4,2381,0.172874494,0.169728441
1006,173.49,30.71,174,0.204735484,42.35797516
1006,176.49,29.41,2560,0.1759087,0.506184536
1006,176.49,30.73,128,0.151764706,42.97385462
1006,179.99,29.42,2948,0.170173666,0.842409246
1006,179.99,30.71,144,0.178,42.35797516
1006,182.99,29.43,2550,0.180161565,1.178402809
1006,182.99,30.74,102,0.054285714,43.28148999
1006,189.49,29.41,2830,0.176375345,0.506184536
1006,192.49,29,100,0.020666667,-13.48099705
1006,192.49,29.41,2591,0.182711656,0.506184536
1006,192.49,29.74,104,0.02,11.48082551
1006,192.49,30.67,92,0.142564935,41.12377582
1006,195.49,29.42,2652,0.177463335,0.842409246
1006,198.99,29.45,2490,0.173913947,1.849697431
1006,198.99,30.73,137,0.223730769,42.97385462
1006,208.49,29.41,2788,0.175076923,0.506184536
1006,208.49,30.72,86,0.136666667,42.66601641
1006,211.49,29.4,2725,0.177776188,0.169728441
1006,211.49,30.76,94,0.103780702,43.896153
1006,214.49,29.41,2591,0.169791517,0.506184536
1006,214.49,30.75,110,0.165238095,43.58892272
1006,217.99,29.4,2756,0.169203506,0.169728441
1006,217.99,30.71,106,0.150272727,42.35797516
1006,220.99,29.39,2570,0.169352941,-0.166959273
1006,220.99,29.78,85,0.02375,12.79436285
1006,223.99,29.4,3036,0.166987954,0.169728441
1006,223.99,30.73,102,0.168333333,42.97385462
1006,227.49,29.42,2520,0.174762821,0.842409246
1006,227.49,30.76,125,0.145362319,43.896153
1006,230.49,29.4,2852,0.164553528,0.169728441
1006,230.49,30.75,96,0.068076923,43.58892272
1006,233.49,29.38,3058,0.167897208,-0.503878844
1006,233.49,30.7,137,0.1577125,42.04973067
1006,236.99,29.39,2788,0.166805431,-0.166959273
1006,236.99,30.78,104,0.186349206,44.51000703
1006,239.99,29.37,3003,0.165451819,-0.841030508
1006,239.99,29.81,92,0.034,13.77717493
1006,239.99,30.75,164,0.130551471,43.58892272
1006,242.99,29.39,3125,0.162367267,-0.166959273
1006,242.99,30.76,146,0.152980769,43.896153
1006,246.49,29.39,3387,0.153123495,-0.166959273
1006,246.49,30.76,222,0.193465517,43.896153
1006,249.49,29.38,3136,0.162424202,-0.503878844
1006,249.49,30.69,169,0.143771552,41.74128275
1006,252.49,29.4,3114,0.163654023,0.169728441
1006,252.49,30.72,164,0.164488506,42.66601641
1006,255.99,29.37,3226,0.161757123,-0.841030508
1006,255.99,30.66,182,0.222867133,40.8147164
1006,258.99,29.41,3387,0.164813615,0.506184536
1006,258.99,30.76,199,0.225291375,43.896153
1006,261.99,29.38,3114,0.16196748,-0.503878844
1006,261.99,30.71,172,0.16,42.35797516
1006,265.49,29.41,3260,0.160030926,0.506184536
1006,265.49,30.75,188,0.154717949,43.58892272
1006,274.99,29.38,3170,0.160041398,-0.503878844
1006,274.99,30.74,240,0.228475936,43.28148999
1006,277.99,29.38,3709,0.154506241,-0.503878844
1006,277.99,30.76,137,0.161666667,43.896153
1006,280.79,29.37,3260,0.159969697,-0.841030508
1006,280.79,30.73,210,0.2488,42.97385462
1006,283.79,29.36,3102,0.16021552,-1.178414503
1006,283.79,30.61,114,0.253125,39.26635185
1006,286.59,29.38,3181,0.158589982,-0.503878844
1006,286.59,30.74,119,0.238154762,43.28148999
1006,289.59,29.4,3540,0.15843933,0.169728441
1006,289.59,30.75,121,0.240857143,43.58892272
1006,292.59,29.37,3399,0.155311291,-0.841030508
1006,292.59,30.62,92,0.110977444,39.57643443
1006,295.79,29.38,3600,0.155327609,-0.503878844
1006,298.79,29.4,3540,0.159694713,0.169728441
1006,298.79,30.76,146,0.11568254,43.896153
1006,301.79,29.4,3795,0.155237724,0.169728441
1006,301.79,30.77,96,0.093651316,44.20318104
1006,307.99,29.4,3318,0.158393931,0.169728441
1006,307.99,30.75,106,0.137894737,43.58892272
1006,314.29,29.39,3832,0.150931018,-0.166959273
1006,314.29,29.87,88,0.029111111,15.7368058
1006,314.29,30.76,196,0.191932367,43.896153
1006,317.29,29.36,3660,0.157897279,-1.178414503
1006,317.29,30.72,159,0.209616667,42.66601641
1006,320.29,29.38,3564,0.15212602,-0.503878844
1006,320.29,30.75,159,0.16375,43.58892272
1006,323.39,29.4,3069,0.170206731,0.169728441
1006,323.39,30.71,119,0.154761905,42.35797516
1006,326.39,29.4,3249,0.163976104,0.169728441
1006,326.39,30.75,123,0.16974026,43.58892272
1006,332.49,29.37,3770,0.155683284,-0.841030508
1006,332.49,29.67,139,0.031111111,9.173511336
1006,332.49,30.75,90,0.239090909,43.58892272
1006,335.49,29.39,3600,0.154885254,-0.166959273
1006,335.49,29.96,86,0.021416667,18.66135882
1006,335.49,30.74,216,0.165,43.28148999
1006,338.49,29.39,2673,0.162802673,-0.166959273
1006,338.49,30.72,204,0.166,42.66601641
1006,341.69,29.39,2938,0.162230847,-0.166959273
1006,341.69,30.75,237,0.169166667,43.58892272
1006,344.69,29.38,3136,0.157058266,-0.503878844
1006,344.69,30.74,445,0.151531987,43.28148999
1006,347.69,29.38,3058,0.166969324,-0.503878844
1006,347.69,30.72,199,0.19305,42.66601641
1006,350.79,29.38,3147,0.159692838,-0.503878844
1006,350.79,30.72,299,0.174212121,42.66601641
1006,353.79,29.4,3102,0.161656973,0.169728441
1006,353.79,30.74,303,0.17536944,43.28148999
1006,359.99,29.4,2520,0.164215834,0.169728441
1006,359.99,30.74,511,0.171688596,43.28148999
1006,362.99,29.39,3636,0.152915542,-0.166959273
1006,362.99,30.77,193,0.201904762,44.20318104
1006,365.99,29.38,3387,0.153514925,-0.503878844
1006,365.99,30.78,159,0.144603175,44.51000703
1006,369.19,29.38,3260,0.15701087,-0.503878844
1006,369.19,30.74,219,0.154433761,43.28148999
1006,372.19,29.37,3422,0.153816194,-0.841030508
1006,372.19,30.68,269,0.189036797,41.4326312
1006,375.19,29.42,3540,0.162964221,0.842409246
1006,375.19,30.75,228,0.206375712,43.58892272
1006,378.29,29.37,2959,0.160645983,-0.841030508
1006,378.29,29.86,90,0.030300752,15.41075411
1006,378.29,30.66,296,0.193166667,40.8147164
1006,380.17,29.38,2938,0.168685811,-0.503878844
1006,380.17,30.77,231,0.241309524,44.20318104
1006,386.49,29.36,3226,0.153979853,-1.178414503
1006,386.49,30.68,320,0.18721131,41.4326312
1006,396.59,29.39,3215,0.166901294,-0.166959273
1006,396.59,30.71,365,0.169221698,42.35797516
1006,399.59,29.38,2470,0.169037929,-0.503878844
1006,399.59,30.11,90,0.052361111,23.496294
1006,399.59,30.69,445,0.180258503,41.74128275
1006,402.59,29.38,3411,0.15503633,-0.503878844
1006,402.59,30.71,292,0.186,42.35797516
1006,405.89,29.4,3192,0.151804652,0.169728441
1006,405.89,30.7,256,0.199861111,42.04973067
1006,408.89,29.39,2683,0.15437487,-0.166959273
1006,408.89,30.7,524,0.185295381,42.04973067
1006,411.89,29.38,3192,0.147186171,-0.503878844
1006,411.89,30.71,296,0.174588235,42.35797516
1006,415.29,29.38,2540,0.154924892,-0.503878844
1006,415.29,30.69,213,0.181284615,41.74128275
1006,418.29,29.4,2981,0.151572837,0.169728441
1006,418.29,30.71,146,0.178214286,42.35797516
1006,421.29,29.39,2884,0.158670025,-0.166959273
1006,421.29,30.64,207,0.180746059,40.19598468
1006,424.69,29.39,3422,0.153640513,-0.166959273
1006,424.69,30.76,185,0.167073171,43.896153
1006,427.69,29.41,2540,0.169569704,0.506184536
1006,427.69,30.73,142,0.212290909,42.97385462
1006,430.69,29.39,2948,0.157218063,-0.166959273
1006,430.69,30.73,110,0.120225564,42.97385462
1006,433.89,29.38,2894,0.153259206,-0.503878844
1006,436.89,29.4,2714,0.1605904,0.169728441
1006,442.89,29.39,3102,0.156896051,-0.166959273
1006,451.99,29.38,3058,0.156586517,-0.503878844
1006,461.19,29.38,3003,0.15914056,-0.503878844
1006,470.59,29.37,1998,0.159683955,-0.841030508
1006,470.59,30.72,90,0.0982,42.66601641
1006,479.99,29.37,2611,0.162305497,-0.841030508
1006,479.99,30.74,119,0.094231481,43.28148999
1006,489.09,29.41,2938,0.162735954,0.506184536
1006,489.09,30.78,92,0.158187135,44.51000703
1006,496.72,29.39,2294,0.157283208,-0.166959273
1006,496.72,30.71,94,0.135311111,42.35797516
1006,498.19,29.51,2601,0.175806202,3.858058166
1006,498.19,30.76,94,0.172201592,43.896153
1006,499.75,29.38,2591,0.155497614,-0.503878844
1006,499.75,30.73,100,0.145555556,42.97385462
1006,501.24,29.44,2352,0.174900805,1.514165459
1006,501.24,30.77,108,0.114647436,44.20318104
1006,502.73,29.44,1954,0.173434343,1.514165459
1006,502.73,30.78,102,0.174735577,44.51000703
1006,504.22,29.39,1989,0.169320437,-0.166959273
1006,505.71,29.39,2725,0.158854456,-0.166959273
1006,505.71,30.7,86,0.129333333,42.04973067
1006,507.29,29.38,2560,0.16212069,-0.503878844
1006,516.89,29.41,2034,0.16710727,0.506184536
1006,516.89,30.74,128,0.169423077,43.28148999
1006,526.59,29.37,2767,0.161723064,-0.841030508
1006,526.59,30.69,146,0.150471014,41.74128275
1006,536.19,29.4,3807,0.15001276,0.169728441
1006,536.19,30.75,161,0.161056034,43.58892272
1006,545.79,29.38,3102,0.156911852,-0.503878844
1006,545.79,30.69,86,0.142142857,41.74128275
1006,555.39,29.36,2560,0.167759826,-1.178414503
1006,555.39,30.71,102,0.167714286,42.35797516
1006,565.09,29.38,3003,0.159622047,-0.503878844
1006,565.09,30.75,104,0.189666667,43.58892272
1006,574.69,29.1,169,0.029828629,-10.03273065
1006,574.69,29.39,3636,0.150997683,-0.166959273
1006,574.69,30.69,164,0.113809524,41.74128275
1006,584.29,29.39,3147,0.154467803,-0.166959273
1006,584.29,30.69,156,0.13462069,41.74128275
1006,593.99,29.4,3672,0.154658848,0.169728441
1006,593.99,30.71,88,0.099285714,42.35797516
1006,603.59,29.4,2830,0.162558398,0.169728441
1006,613.29,29.39,2343,0.158454301,-0.166959273
1006,622.89,29.38,2237,0.162472207,-0.503878844
1006,622.89,29.94,92,0.033205882,18.01299594
1006,622.89,30.7,396,0.180619369,42.04973067
1006,631.29,29.38,3648,0.153689376,-0.503878844
1006,631.29,29.96,96,0.043307692,18.66135882
1006,631.29,30.69,121,0.057,41.74128275
1006,671.09,29.36,2663,0.164096038,-1.178414503
1006,685.05,29.4,3329,0.165348474,0.169728441
1006,690.29,29.38,2767,0.162116521,-0.503878844
1006,698.49,29.4,2938,0.165557535,0.169728441
1006,708.02,29.37,3091,0.162332268,-0.841030508
1007,1.89,29.42,590,0.145636574,0.842409246
1007,1.89,29.81,773,0.304693548,13.77717493
1007,4.89,29.49,1568,0.213036635,3.189523238
1007,7.89,29.46,835,0.267918871,2.184998961
1007,7.89,29.73,586,0.086403823,11.15188232
1007,11.39,29.48,2016,0.188936264,2.85491163
1007,14.39,29.48,445,0.224416667,2.85491163
1007,17.39,29.53,801,0.208982794,4.525676933
1007,20.89,29.48,778,0.200340798,2.85491163
1007,23.89,29.6,615,0.222266667,6.855154643
1007,30.39,29.48,384,0.184493927,2.85491163
1007,33.39,29.46,756,0.1891502,2.184998961
1007,36.39,29.49,1176,0.192238806,3.189523238
1007,41.89,29.45,1030,0.196471495,1.849697431
1007,44.89,29.43,2362,0.187378553,1.178402809
1007,47.89,29.45,1459,0.189619217,1.849697431
1007,51.39,29.49,488,0.189337995,3.189523238
1007,54.39,29.45,566,0.194591484,1.849697431
1007,59.39,29.49,529,0.20003367,3.189523238
1007,62.39,29.46,529,0.187957342,2.184998961
1007,62.39,29.75,108,0.02,11.80954494
1007,65.39,29.45,936,0.202833333,1.849697431
1007,68.89,29.46,566,0.209436937,2.184998961
1007,71.89,29.45,454,0.198925466,1.849697431
1007,74.89,29.47,449,0.212705128,2.520070283
1007,74.89,30.71,100,0.212424242,42.35797516
1007,78.39,29.51,296,0.215202991,3.858058166
1007,84.29,29.49,320,0.272010582,3.189523238
1007,86.59,29.53,269,0.195706019,4.525676933
1007,89.59,29.5,795,0.177390239,3.523905339
1007,93.59,29.49,980,0.206239143,3.189523238
1007,96.59,29.45,2323,0.191043814,1.849697431
1007,96.59,30.73,193,0.182173182,42.97385462
1007,101.84,29.48,740,0.206689202,2.85491163
1007,111,29.46,552,0.20706341,2.184998961
1007,131.39,29.41,620,0.213970307,0.506184536
1007,134.39,29.46,1498,0.214708951,2.184998961
1007,137.39,29.48,824,0.213210445,2.85491163
1007,140.39,29.48,1069,0.203906828,2.85491163
1007,143.39,29.45,645,0.200395833,1.849697431
1007,143.39,30.68,108,0.121785714,41.4326312
1007,149.29,29.49,906,0.21831819,3.189523238
1007,149.29,30.66,90,0.142142857,40.8147164
1007,152.29,29.5,420,0.233875,3.523905339
1007,152.29,29.73,282,0.027908654,11.15188232
1007,152.29,30.66,159,0.153428571,40.8147164
1007,166.5,29.44,1954,0.195476768,1.514165459
1007,166.5,30.67,193,0.172163866,41.12377582
1007,175.62,29.48,1866,0.185702078,2.85491163
1007,175.62,30.7,328,0.158359649,42.04973067
1007,184.99,29.49,2362,0.19112966,3.189523238
1007,184.99,30.69,106,0.1815,41.74128275
1007,204.99,29.4,3014,0.16775698,0.169728441
1007,204.99,30.79,313,0.174860714,44.81663117
1007,207.99,29.39,3564,0.151602351,-0.166959273
1007,207.99,30.74,246,0.211764706,43.28148999
1007,210.99,29.38,3352,0.159012849,-0.503878844
1007,210.99,30.73,231,0.209184783,42.97385462
1007,214.29,29.39,3114,0.164022642,-0.166959273
1007,214.29,29.86,90,0.023142857,15.41075411
1007,214.29,30.71,449,0.178547619,42.35797516
1007,217.29,29.4,3260,0.166621744,0.169728441
1007,217.29,30.73,272,0.175,42.97385462
1007,220.29,29.42,3204,0.165256288,0.842409246
1007,220.29,30.72,250,0.179323308,42.66601641
1007,223.39,29.39,3624,0.161394413,-0.166959273
1007,223.39,30.72,156,0.1995,42.66601641
1007,226.39,29.41,3170,0.167270215,0.506184536
1007,226.39,30.69,306,0.182021944,41.74128275
1007,229.39,29.39,2938,0.170687688,-0.166959273
1007,229.39,30.74,269,0.274,43.28148999
1007,232.49,29.4,3091,0.163247979,0.169728441
1007,232.49,30.7,246,0.192941176,42.04973067
1007,235.49,29.41,3376,0.155552849,0.506184536
1007,235.49,30.69,408,0.229672619,41.74128275
1007,238.49,29.47,3238,0.173462374,2.520070283
1007,238.49,30.76,620,0.170467999,43.896153
1007,241.69,29.48,3226,0.169196162,2.85491163
1007,241.69,30.77,289,0.208028274,44.20318104
1007,244.69,29.4,3329,0.161389999,0.169728441
1007,244.69,30.75,467,0.1933125,43.58892272
1007,247.69,29.42,3600,0.152244828,0.842409246
1007,247.69,30.68,269,0.17556044,41.4326312
1007,250.99,29.5,3481,0.163731446,3.523905339
1007,250.99,30.76,250,0.193374542,43.896153
1007,253.99,29.42,3102,0.176686705,0.842409246
1007,253.99,30.71,142,0.19,42.35797516
1007,260.29,29.4,3457,0.157755374,0.169728441
1007,260.29,30.7,361,0.225350145,42.04973067
1007,269.59,29.03,85,0.020289855,-12.44399444
1007,269.59,29.51,3260,0.174767094,3.858058166
1007,269.59,30.73,246,0.200334008,42.97385462
1007,272.59,29.44,3624,0.163567407,1.514165459
1007,272.59,30.74,106,0.157878788,43.28148999
1007,286.4,29.43,3114,0.172955035,1.178402809
1007,286.4,30.72,225,0.213847073,42.66601641
1007,287.89,29.38,2938,0.168228282,-0.503878844
1007,287.89,30.65,210,0.18502521,40.50545276
1007,295.26,29.39,3272,0.164582228,-0.166959273
1007,302.36,29.42,3014,0.182477453,0.842409246
1007,304.92,29.5,2694,0.202161704,3.523905339
1007,313.76,29.49,3906,0.175922931,3.189523238
1007,313.76,30.76,96,0.154,43.896153
1007,322.94,29.46,3387,0.180837425,2.184998961
1007,322.94,30.74,210,0.177641196,43.28148999
1007,323.34,29.54,2981,0.189484672,4.859143337
1007,323.34,30.82,213,0.170935897,45.73529442
1007,332.14,29.42,3158,0.171194296,0.842409246
1007,332.14,30.73,132,0.122086957,42.97385462
1007,332.4,29.4,3025,0.173076458,0.169728441
1007,332.4,30.66,90,0.15575,40.8147164
1007,340.8,29.39,2777,0.179684154,-0.166959273
1007,340.8,30.67,193,0.177333333,41.12377582
1007,341.23,29.42,3576,0.165445665,0.842409246
1007,341.23,29.67,149,0.020714286,9.173511336
1007,341.23,30.71,92,0.093894231,42.35797516
1007,342.26,29.41,3352,0.162120273,0.506184536
1007,342.26,30.7,90,0.117096774,42.04973067
1007,342.67,29.45,3249,0.172454381,1.849697431
1007,342.67,30.71,86,0.056041667,42.35797516
1007,350.3,29.34,3283,0.160740819,-1.853880432
1007,350.3,30.62,85,0.167833333,39.57643443
1007,350.56,29.53,2970,0.196182267,4.525676933
1007,350.56,30.81,94,0.145104895,45.42927467
1007,351.86,29.39,3306,0.163853061,-0.166959273
1007,351.86,29.76,98,0.033571429,12.13804082
1007,351.86,30.68,130,0.127610294,41.4326312
1007,352.92,29.42,3158,0.167700766,0.842409246
1007,352.92,29.8,102,0.023918129,13.4497934
1007,359.8,29.49,3306,0.174781879,3.189523238
1007,359.92,29.31,3158,0.165027015,-2.868827748
1007,359.92,30.66,86,0.061818182,40.8147164
1007,361.4,29.43,2642,0.192112115,1.178402809
1007,361.4,30.71,85,0.067115385,42.35797516
1007,368.77,29.43,3215,0.173906289,1.178402809
1007,369.7,29.2,2430,0.199725016,-6.608350032
1007,371.1,29.4,3114,0.173674335,0.169728441
1007,371.1,30.73,196,0.16018648,42.97385462
1007,372.39,29.34,2959,0.170682712,-1.853880432
1007,372.39,30.64,246,0.148108108,40.19598468
1007,379.3,29.52,2735,0.212281871,4.191981953
1007,379.3,30.8,86,0.143611111,45.12305365
1007,380.47,29.45,2735,0.189396301,1.849697431
1007,380.47,30.68,159,0.165288018,41.4326312
1007,381.94,29.47,3364,0.176842991,2.520070283
1007,381.94,30.73,225,0.180429607,42.97385462
1007,388.89,29.47,3238,0.175943296,2.520070283
1007,388.89,30.76,135,0.13,43.896153
1007,390.33,29.42,2884,0.18257634,0.842409246
1007,390.33,30.7,458,0.153769297,42.04973067
1007,391.69,29.45,3025,0.182436993,1.849697431
1007,391.69,30.72,666,0.1565,42.66601641
1007,398.5,29.45,3226,0.171936248,1.849697431
1007,398.5,30.72,204,0.16974026,42.66601641
1007,399.91,29.48,3528,0.164656329,2.85491163
1007,399.91,30.76,154,0.154185185,43.896153
1007,401,29.47,2530,0.190663614,2.520070283
1007,401,30.76,299,0.145933584,43.896153
1007,408.07,29.45,3147,0.178815587,1.849697431
1007,408.07,30.74,156,0.155,43.28148999
1007,409.02,29.47,2970,0.179921699,2.520070283
1007,409.02,30.75,202,0.184714286,43.58892272
1007,410.33,29.46,3564,0.166622626,2.184998961
1007,410.33,30.74,137,0.153814655,43.28148999
1007,417.8,29.42,3469,0.161833938,0.842409246
1007,417.8,30.71,697,0.166621787,42.35797516
1007,419.24,29.4,3125,0.177366487,0.169728441
1007,419.24,30.71,144,0.156111111,42.35797516
1007,427.42,29.41,2560,0.18926397,0.506184536
1007,428.62,29.42,3238,0.161265359,0.842409246
1007,429.88,29.46,2714,0.184822211,2.184998961
1007,429.88,30.78,85,0.044482759,44.51000703
1007,437.1,29.4,3672,0.15689747,0.169728441
1007,438.58,29.42,3782,0.156815879,0.842409246
1007,438.58,30.72,94,0.1353125,42.66601641
1007,440,29.35,3114,0.15748114,-1.516031065
1007,440,29.98,272,0.141628788,19.3088462
1007,440.93,29.42,3648,0.157378339,0.842409246
1007,442.21,29.4,3505,0.156928105,0.169728441
1007,442.21,30.74,137,0.185429864,43.28148999
1007,446.69,29.39,2540,0.178617934,-0.166959273
1007,446.69,30.69,137,0.156315789,41.74128275
1007,447.92,29.38,3058,0.196733086,-0.503878844
1007,449.14,29.4,3422,0.159141806,0.169728441
1007,449.14,30.71,90,0.183666667,42.35797516
1007,456.29,29.42,3697,0.167211148,0.842409246
1007,456.29,30.74,104,0.087692308,43.28148999
1007,459.15,29.41,3528,0.16999797,0.506184536
1007,459.15,30.71,169,0.144809113,42.35797516
1007,461.66,29.38,3422,0.163637769,-0.503878844
1007,461.66,30.71,204,0.183516484,42.35797516
1007,463.87,29.43,2570,0.192759993,1.178402809
1007,463.87,30.72,182,0.173114286,42.66601641
1007,465.9,29.4,3697,0.156244947,0.169728441
1007,465.9,30.72,182,0.144983278,42.66601641
1007,467.96,29.43,3931,0.159605446,1.178402809
1007,468.04,29.42,3782,0.163920607,0.842409246
1007,468.14,29.39,3919,0.152048402,-0.166959273
1007,468.22,29.4,3528,0.155142794,0.169728441
1007,468.32,29.42,2798,0.169999827,0.842409246
1007,468.42,29.4,2294,0.170218383,0.169728441
1007,468.52,29.4,1840,0.184856572,0.169728441
1007,468.72,29.39,2314,0.179633652,-0.166959273
1007,468.82,29.11,119,0.022072193,-9.689221787
1007,468.82,29.5,2333,0.208311635,3.523905339
1007,468.92,29.34,3481,0.160870095,-1.853880432
1007,468.92,30.62,90,0.121136364,39.57643443
1007,469.03,29.43,3721,0.171542073,1.178402809
1007,469.16,29.4,3869,0.158946041,0.169728441
1007,469.16,30.71,88,0.137121212,42.35797516
1007,469.29,29.33,3272,0.167765236,-2.191962843
1007,469.29,30.62,100,0.172851852,39.57643443
1007,470.83,29.39,3770,0.159596792,-0.166959273
1007,475.61,29.38,3721,0.151331472,-0.503878844
1007,475.61,30.74,196,0.171666667,43.28148999
1007,478.13,29.41,3612,0.158129247,0.506184536
1007,480.99,29.35,3624,0.166454277,-1.516031065
1007,485.19,29.4,3446,0.171943702,0.169728441
1007,485.19,30.72,222,0.156204651,42.66601641
1007,494.88,29.43,4045,0.166149353,1.178402809
1007,494.88,30.71,100,0.149611111,42.35797516
1007,497.55,29.51,4597,0.163719112,3.858058166
1007,497.55,30.81,123,0.17375,45.42927467
1007,499.84,29.38,3697,0.168582764,-0.503878844
1007,499.84,30.71,130,0.159159664,42.35797516
1007,504.5,29.4,3721,0.174433519,0.169728441
1007,504.5,30.72,123,0.096172727,42.66601641
1007,507.23,29.46,2079,0.2151156,2.184998961
1007,507.23,30.75,310,0.181191975,43.58892272
1007,514.13,29.42,2362,0.18317623,0.842409246
1007,516.69,29.42,3588,0.165264313,0.842409246
1007,516.69,30.72,96,0.176,42.66601641
1007,518.9,29.38,3624,0.152018603,-0.503878844
1007,518.9,30.65,112,0.128611111,40.50545276
1007,521.34,29.43,3832,0.156623384,1.178402809
1007,521.34,30.76,85,0.086035714,43.896153
1007,523.7,29.39,3612,0.162295918,-0.166959273
1007,523.7,30.73,102,0.135429864,42.97385462
1007,526.54,29.5,3528,0.157310865,3.523905339
1007,526.54,30.79,117,0.044484848,44.81663117
1007,529.4,29.41,2190,0.166228615,0.506184536
1007,529.4,30.7,745,0.179148936,42.04973067
1007,533.35,29.39,3906,0.155731446,-0.166959273
1007,533.35,30.74,92,0.128541667,43.28148999
1007,536.31,29.49,3329,0.212539939,3.189523238
1007,539.28,29.37,1747,0.181311173,-0.841030508
1007,542.29,29.37,1971,0.180512821,-0.841030508
1007,542.29,30.68,92,0.1084375,41.4326312
1007,542.89,29.42,2134,0.194647887,0.842409246
1007,542.89,30.71,296,0.165598911,42.35797516
1007,545.63,29.39,3434,0.165807579,-0.166959273
1007,545.63,30.7,199,0.144151584,42.04973067
1007,547.79,29.37,3672,0.151779124,-0.841030508
1007,547.79,30.68,286,0.156876268,41.4326312
1007,549.91,29.4,3721,0.159351356,0.169728441
1007,549.91,30.71,437,0.146721311,42.35797516
1007,552.49,29.42,3881,0.168712944,0.842409246
1007,552.49,30.7,100,0.12047619,42.04973067
1007,554.89,29.38,3080,0.161883703,-0.503878844
1007,554.89,30.7,199,0.152277778,42.04973067
1007,557.46,29.4,3770,0.171810732,0.169728441
1007,557.46,30.67,114,0.1675,41.12377582
1007,559.96,29.44,3422,0.1709718,1.514165459
1007,559.96,30.65,94,0.179583333,40.50545276
1007,562.2,29.42,3612,0.174851412,0.842409246
1007,562.2,30.69,471,0.161039474,41.74128275
1007,564.69,29.38,3147,0.171323745,-0.503878844
1007,564.69,30.65,85,0.105436508,40.50545276
1007,571.79,29.39,3272,0.161960335,-0.166959273
1007,571.79,30.72,151,0.15297619,42.66601641
1007,574.24,29.41,1927,0.196324279,0.506184536
1007,574.24,30.75,250,0.166732143,43.58892272
1007,576.77,29.38,2079,0.187078115,-0.503878844
1007,576.77,30.68,164,0.161843434,41.4326312
1007,579.21,29.42,3295,0.178632235,0.842409246
1007,579.21,30.71,262,0.170165031,42.35797516
1007,581.4,29.39,1875,0.202708276,-0.166959273
1007,581.4,30.69,424,0.1585,41.74128275
1007,584.25,29.41,3758,0.159842693,0.506184536
1007,584.25,30.69,246,0.182156863,41.74128275
1007,590.98,29.4,3170,0.169018735,0.169728441
1007,590.98,30.71,114,0.167090909,42.35797516
1007,593.27,29.42,3047,0.172248409,0.842409246
1007,593.27,30.01,85,0.024888889,20.27843951
1007,595.29,29.43,1747,0.186113622,1.178402809
1007,597.83,29.47,3283,0.194989481,2.520070283
1007,597.83,30.72,369,0.154668534,42.66601641
1007,600.65,29.48,3158,0.1924912,2.85491163
1007,600.65,30.73,635,0.164354647,42.97385462
1007,619.81,29.41,3931,0.164449115,0.506184536
1007,621.39,29.47,3364,0.17657884,2.520070283
1007,621.39,30.74,185,0.192458333,43.28148999
